id,nodes,edges,type,result,avgcoeff,no_of_tri,closed_tri,diameter 
9279,61930,320997882,1,1,0.9239606546892802,30675025020,0.1740403958857255,5
9280,792937,277160488814,3,2,0.21164024533082482,12659957221611,0.04067923785083044,5
9281,899,67840,1,0,0.8559456761344494,3448129,0.12712322705156381,9
9282,91069,2746277901,0,1,0.2990713412694601,269228478075,0.05716441387736202,13
9283,68449,195384789,2,1,0.8169967966916212,6717189838,0.12135713663686873,13
9284,43589,73956530,0,1,0.9564217231452063,4351570199,0.13052652378103566,2
9285,784498,207390288608,0,2,0.6335277769238956,4571759329281,0.12222635392834812,11
9286,1153243,559901692455,1,2,0.0678674660571198,42212885482606,0.011431221983726264,1
9287,5288746,117586483667,1,3,0.12772720118614767,9295266088461,0.02551665628780584,1
9288,65727,434581641,2,1,0.5749344472406003,39802287668,0.10233358812295347,7
9289,1819,100743,1,0,0.8808260853869104,7401394,0.14412475306783967,13
9290,4275691,5320257277486,3,3,0.30610953596061297,33651243387679,0.05159773415372135,12
9291,3775179,5802736395751,0,3,0.8191220024698297,81710673759880,0.12357234481510537,6
9292,5408806,8627355317504,3,3,0.21905532924942195,416392031914971,0.03478368581341026,17
9293,7347101,20885296245724,3,3,0.6715752191841559,423515133177766,0.10911162488246268,19
9294,1310,828067,0,0,0.2037069813705341,16019716,0.026007407428302973,12
9295,3475891,1577269191472,2,3,0.031010095906420343,15426889875646,0.005989224200275774,5
9296,2386888,1856327389297,0,2,0.551840181394718,5672387112524,0.0865452136485631,4
9297,189,4521,0,0,0.9114360361449265,77592,0.12092567393558201,15
9298,8630498,26479541011508,1,3,0.34371706347582165,861906772850776,0.05037706742338583,13
9299,2479110,2182734037137,2,2,0.23324679055373942,210416024390494,0.031123351699740134,3
9300,675,73292,1,0,0.8471913294578208,2525377,0.16861525203556776,19
9301,8176798,16622314870354,3,3,0.7462489313232316,167739701574680,0.11503717605371787,19
9302,7446809,4566989369387,3,3,0.7889075942950283,113220774139751,0.1522665566990456,12
9303,99349,1858034358,0,1,0.37975908937964853,125755461904,0.06888760064011626,11
9304,428400,12487636757,1,2,0.42560099026733245,920102163113,0.0754651994768527,9
9305,1277222,293921285601,2,2,0.6417052890529582,29269914022987,0.11652020581610728,15
9306,4444,2086814,2,0,0.229099237213077,112644149,0.03036413827314503,4
9307,51351,1261488660,1,1,0.21938804037974158,82975864725,0.03519521410825769,2
9308,540,123341,1,0,0.059755277957367126,11216942,0.010607197155522037,5
9309,3644395,3367215799006,3,3,0.5477628455820801,336174167457690,0.07155696945004737,17
9310,24184,153668138,3,1,0.2476224792748185,7955529983,0.0355967433792828,8
9311,9977000,38382156202122,0,3,0.05900556323544959,2693747187253494,0.008397705585860445,10
9312,1971761,353958499616,0,2,0.3304078545011282,3516737561538,0.05989187292504822,14
9313,2995,2347813,1,0,0.7273998393849505,69074710,0.1156248434593334,14
9314,279596,24636290832,1,2,0.5922967352289014,1817379125775,0.1023343389202794,2
9315,6920509,23662422167553,3,3,0.5867726692314683,145264555329401,0.09283443197096916,2
9316,9106933,1971519649684,1,3,0.9711743475363906,128175224187972,0.1550715960429351,10
9317,2748,2489103,0,0,0.3500203235657545,57927707,0.04618477646079774,5
9318,2281038,1424755001124,3,2,0.1963582818780717,9695664149244,0.0311867775154511,20
9319,7223783,20505057236587,0,3,0.8403506518379471,1803396168254698,0.10848348015617215,19
9320,9398993,7914273635602,1,3,0.21708334441667598,75945936473908,0.028085487220499503,16
9321,530,55009,0,0,0.17382414337692165,3457752,0.0313749976238513,15
9322,2277202,1905634151145,0,2,0.4355035052309282,21854074854656,0.07552131350071621,19
9323,7297978,20592611178269,0,3,0.9695537521140906,695603077753864,0.14978216763543473,13
9324,5421986,3121385676967,2,3,0.1079434411168233,240387574492811,0.018451711583526965,4
9325,95301,4224129732,0,1,0.8120231519891776,23377195635,0.10877964402966357,12
9326,258662,31414481595,1,2,0.8066023273577565,2035127265135,0.13586115336748522,4
9327,4561808,2069004044530,3,3,0.6852095268035282,107100510090346,0.09309219526555441,18
9328,3044,1751438,3,0,0.23663311068926973,105059010,0.04205944626506342,4
9329,1230,282623,2,0,0.9512915929529576,11083312,0.12905134545981478,16
9330,31042,342718616,0,1,0.5969393268736163,4093401385,0.08089756560342207,7
9331,25778,238663659,1,1,0.9678562892579499,23223139900,0.12206504160170688,9
9332,4758,3508442,3,0,0.36094510133863833,18944529,0.0487036098689437,17
9333,3077604,3964999563368,2,3,0.8457261455146884,81038917848938,0.1670934365692569,19
9334,32005,132770311,2,1,0.7743034365126432,4120021928,0.1268093674933406,15
9335,8170620,12517628271982,1,3,0.06675694857403691,1091120484885446,0.011581598055662707,12
9336,4900223,5826074728657,2,3,0.5515631874757619,315581939893396,0.07773956878787244,6
9337,4189742,5793578352505,1,3,0.38518015421133833,329845467392713,0.05949322793922649,3
9338,4845944,5793099704153,3,3,0.5561078108256505,453412120492371,0.07154202495206885,17
9339,4560,7667001,3,0,0.9226447535933873,433270665,0.12283610861066879,2
9340,3493248,255005332751,1,3,0.929539671076774,17595080511798,0.1305154698484077,8
9341,3074,3321511,2,0,0.9966662224553539,95882070,0.17177720460515858,2
9342,4271,7330868,2,0,0.13814358821766615,66409664,0.021665955143938025,1
9343,4326729,1118934629724,3,3,0.6771654928282307,26807167362544,0.10092185649544295,9
9344,54800,43726544,1,1,0.059612459700815634,933771910,0.009212195165694345,20
9345,887514,121717451704,2,2,0.04558455452231691,4716914170436,0.006562968689134618,7
9346,4058729,5053359204667,3,3,0.5315430680954063,239268927137074,0.08165922852881904,18
9347,2337320,84443265307,2,2,0.7794986321193901,4850439079639,0.11561343851791783,13
9348,4400,7620574,2,0,0.2460684510948622,346775513,0.04524019601799021,13
9349,1889,993950,2,0,0.1759921420135232,2177274,0.027989852105603535,14
9350,404,4241,2,0,0.903333300371029,276028,0.15896541132185693,1
9351,9986991,17978507349847,0,3,0.9037367984108599,339686969870008,0.13893796394903177,2
9352,1085,263283,2,0,0.4193380440411043,8480505,0.06171640543979119,14
9353,8716409,7823284095791,2,3,0.7780230824557253,164843726727975,0.14175903903763892,4
9354,2112,167116,0,0,0.700771818507499,7987898,0.09283332539109339,8
9355,1833,1661980,2,0,0.09887877241061149,26213989,0.017884455551156142,14
9356,86803,2152322096,2,1,0.9272793047779766,113864410699,0.13326479338328284,12
9357,65893,1489651113,0,1,0.2848095661447787,147553518386,0.04983285666106432,18
9358,2239190,1889306023300,1,2,0.16313514791608696,66459989560736,0.021389664999401342,11
9359,2120519,1209862670199,3,2,0.3683986240456232,107440468330470,0.05075517964621827,20
9360,2114920,825244187580,2,2,0.42364854195164203,61414689091719,0.05948175130810636,17
9361,331,34735,0,0,0.06998280867429874,532765,0.012469305318037667,20
9362,6926,2978514,2,1,0.4231075167158376,96404945,0.05775558291095034,18
9363,3708,5906708,0,0,0.4900503765528845,379576977,0.08686122168903201,5
9364,46687,1089329204,1,1,0.5763561785604012,92402843540,0.09761015559508325,13
9365,3688,281735,1,0,0.5467740980798044,23846902,0.10114439986369489,10
9366,52486,919629142,3,1,0.3850350202972306,63737471307,0.06584510180993529,2
9367,606454,85233467637,0,2,0.46184088122732925,5847798767801,0.07666384662103838,9
9368,9808932,20466962617582,3,3,0.6728668477381419,1073386457665420,0.11747945165926739,8
9369,1797539,152054780593,1,2,0.549374925143358,5383422055670,0.08006789101901177,10
9370,744868,215203292349,0,2,0.5206165037778884,2802272319936,0.07877415995085538,13
9371,6498,15433767,2,1,0.43589871397014635,1465407725,0.08430776000388979,9
9372,58506,1033435056,1,1,0.6659955586191555,59176583205,0.10412405456912754,12
9373,192,12893,1,0,0.04560684654750646,1119865,0.008424453574692662,16
9374,6761600,16507815550147,1,3,0.01028390794833911,1082689065628766,0.001749617747324112,3
9375,8723437,16962331563884,2,3,0.05748901032057718,1343243868280518,0.011494680633227759,10
9376,2649,1403280,3,0,0.49551146126116474,22099844,0.07919732327397275,4
9377,2105,1555248,3,0,0.8722163963832188,136552035,0.11344843543931489,4
9378,8288,23769241,2,1,0.039624613424349864,31811177,0.005257751829679303,10
9379,3964457,6831706410094,2,3,0.9553710950866948,49240069624273,0.1809656472546004,3
9380,2120273,1309783929983,2,2,0.5097635669538295,28282486394505,0.07201667987334508,1
9381,60765,1147678031,2,1,0.8467067382840878,56543677960,0.10587921155451045,19
9382,9139376,28968543474407,3,3,0.7069284226104668,577241836538084,0.12368223232872327,6
9383,3255,4266765,0,0,0.40233415633927117,198680592,0.05473844054179568,9
9384,2085440,1536590685947,0,2,0.5005954404995114,11177533624675,0.06794980597136513,8
9385,93413,3460163684,1,1,0.28618636152461463,306613025669,0.03708145683945814,15
9386,4637611,2058236644499,1,3,0.45203909249817054,182895225987418,0.07336675692330953,16
9387,3228,1013813,3,0,0.46779487015524857,53760171,0.08071403328395592,17
9388,1265568,452149710451,1,2,0.04986168871781127,30448533761434,0.0075393457521174675,1
9389,64518,567239016,3,1,0.7050102589802125,11669387710,0.12472111397796856,8
9390,84201,1464031679,3,1,0.20867689562469627,101139149103,0.0346225719147253,16
9391,1073382,400297705648,1,2,0.3809537767094828,23150973500615,0.07369991672954562,9
9392,7675976,15367726670101,0,3,0.5343547118869654,1193975488195000,0.0961008642728065,9
9393,88100,1977576221,0,1,0.08538266645631898,59160730157,0.013029974804426993,2
9394,62953,1231804823,0,1,0.5964167964469786,79767041358,0.110508392839952,17
9395,2812,1358398,3,0,0.5450063634099992,9274140,0.08001953012645345,16
9396,2645,1382903,3,0,0.6538157429042387,10330149,0.12289365383664531,8
9397,4316,5269500,0,0,0.9539210418685942,178243063,0.1720277365700099,6
9398,7829130,4178190173349,3,3,0.581703715817765,235341961939669,0.09846984687058379,16
9399,5966525,15257308682379,1,3,0.07962624506404192,281118213429059,0.010668611654139095,13
9400,18663,89355191,0,1,0.23703575409525124,7744384423,0.04112565532799762,17
9401,8456656,31936416016273,2,3,0.5330072228601953,1509409359021165,0.06832741072334052,12
9402,1640619,1087147452511,2,2,0.19316816808328108,30671745155430,0.031153441686299993,1
9403,78792,2909979829,3,1,0.43425124481068444,43167425803,0.07397116042429754,5
9404,58376,558357791,0,1,0.8420353874416463,17387546499,0.16001181834848713,3
9405,7667048,11790003570456,1,3,0.7437483529823347,107668161163585,0.11219629450436651,9
9406,3377731,3918504191360,0,3,0.7746041995553553,295847131639364,0.1377352490581382,18
9407,112653,5717370812,1,2,0.6542887611171752,52790506428,0.08398755546417541,11
9408,5145332,6951264318089,0,3,0.48285163049668844,198553460513219,0.06074559149325778,2
9409,7593089,27621846099385,0,3,0.13756442416428294,1323000392059311,0.024510073239486247,4
9410,1948,1841158,1,0,0.04235464109166087,68837274,0.006738417860377737,15
9411,96312,1734105424,0,1,0.49136138436999277,81720300201,0.07288133759672055,18
9412,1224,165850,1,0,0.08975857828502132,9342938,0.013188947593067235,9
9413,3414,1272245,2,0,0.7882787518285064,59257906,0.11991392453516997,16
9414,30758,267999053,0,1,0.819728120024343,23851376486,0.11517601855059013,5
9415,22187,69208198,3,1,0.5845314238473877,6814648196,0.07533684841481228,16
9416,1469256,715050046516,1,2,0.3330037765199685,38595184675453,0.06298940483004861,16
9417,477794,44628433817,0,2,0.38427777602334856,2620799480623,0.05292679743428726,12
9418,2081869,1634725912535,0,2,0.06738114675287155,122872254660985,0.011419512601904672,19
9419,1279,675449,2,0,0.1611023484165307,12302502,0.0272021079104146,12
9420,1185016,411684557797,3,2,0.9183180235779185,23557177871781,0.16393476014455752,4
9421,6364922,12676942243175,0,3,0.8454824557158145,1131199641483096,0.14850054009623995,14
9422,2145640,1371728381029,0,2,0.9689957139517904,27015773009531,0.12233952439493558,16
9423,1594,971820,3,0,0.7123678706297017,91694092,0.12388799176717273,20
9424,8992387,17320344845534,2,3,0.8897227362198329,1259681122041854,0.1312614100966298,15
9425,72983,2324724478,0,1,0.6358480032050463,119504977357,0.11348040590077074,11
9426,43606,109669701,1,1,0.9671689215622826,4146410242,0.13022578824833253,11
9427,187355,14927996683,0,2,0.20409522532101043,250692628080,0.029665272163254302,12
9428,76126,2741050294,0,1,0.4042083669257852,111351255483,0.07278223956575997,15
9429,1016330,490685903431,3,2,0.8757371342589484,48434617805747,0.12653251524555528,9
9430,2262,2009188,2,0,0.40988451401533554,196217992,0.05886256743826981,18
9431,300532,3859578052,3,2,0.023236899631492447,191764172173,0.0036688370726376996,5
9432,1456988,388260502206,1,2,0.5660679594977064,24888808072149,0.10155456720457774,14
9433,5997830,17539638601411,0,3,0.3132212966593426,1462215044335054,0.05767954903347753,8
9434,8989977,12842760011036,0,3,0.9505769279499736,172943181772663,0.1280576417125796,1
9435,3420,1918675,0,0,0.2169306178040714,103350341,0.02839220683752822,19
9436,5962032,6987595887203,0,3,0.07496614524170842,123991156353925,0.011466898106002698,1
9437,5464,7837560,1,1,0.21245961371920108,480314683,0.040475390733556375,3
9438,6018568,17034705046880,3,3,0.18216044942072507,685147237882563,0.025824958888479358,18
9439,2647,709168,2,0,0.9528109286562992,20142732,0.1376449359837077,11
9440,76879,818704615,1,1,0.6717082469267135,21611200111,0.09066693495116392,5
9441,1070,89628,0,0,0.660554029811848,7693249,0.13127277994548042,15
9442,3857,4905861,0,0,0.3740718523632375,164857828,0.04916070987221046,13
9443,4305,4484182,1,0,0.6940892622845058,105626896,0.09021005044704732,8
9444,1831933,221774444262,1,2,0.9185894006994828,623555462677,0.11916759853591866,6
9445,5777,8509180,0,1,0.9162482263027865,754471137,0.15307613365153294,5
9446,20441,190040598,2,1,0.7922922378909376,4437130664,0.12551531777336922,7
9447,3555,2607210,1,0,0.03563105708994341,141110340,0.006717506098625322,19
9448,5657396,865155169352,1,3,0.8012574033604601,70458935861213,0.10245362365867577,11
9449,1048521,3525857192,2,2,0.2413417817622685,177806462588,0.04515814310906688,18
9450,604,57397,2,0,0.5963308003663718,4436504,0.07807710343994244,6
9451,93789,4222438342,3,1,0.723924308751554,403586230958,0.09439592228308856,15
9452,3524204,4559699879239,1,3,0.924725443147225,13579312034752,0.14630970856572784,11
9453,83144,2062715040,0,1,0.49066295091999335,133786274105,0.07143676723592911,14
9454,41065,186974292,0,1,0.3747720735573977,7343942457,0.0574731699532818,2
9455,93248,1154700903,1,1,0.4442582024046894,1878463154,0.07826465934047874,20
9456,186092,16884880962,1,2,0.9819062293151151,1376763466481,0.13210945656445805,18
9457,1955625,1005530085933,2,2,0.4302312410912199,35456564119486,0.08518179355741357,17
9458,904808,29755583200,2,2,0.2691037620393175,2134137916613,0.04529851019982502,13
9459,4077854,4535332365612,3,3,0.9719292937696993,296769745115881,0.1745798882070589,12
9460,2033,75353,2,0,0.02400956488648054,3465443,0.0038757562954613405,11
9461,77781,1847967237,3,1,0.233583946232776,50826478006,0.036064666507318294,9
9462,1803469,170806818827,1,2,0.9983381471369122,5415932794015,0.1605852439653794,3
9463,458772,54240888057,2,2,0.4401845420655356,920257136245,0.07315478003258244,6
9464,3270129,3190391758429,3,3,0.9606709992547441,267262455429476,0.1301185181820723,18
9465,4087001,7158475873398,2,3,0.1855002730467693,408589144378646,0.024707156833685268,10
9466,25413,6739585,3,1,0.836588618686654,155445014,0.15640630106153913,11
9467,4700227,5965066811758,2,3,0.33895253382663515,179134115326409,0.05667703874174143,12
9468,1658505,628260355376,0,2,0.9637025852648203,24967319361811,0.1609915449974563,13
9469,6738091,9389123001080,2,3,0.8021094635420719,39223264453941,0.14424924671419684,1
9470,2435410,2890684567506,1,2,0.30796517536435764,231471592938794,0.0575809068624643,3
9471,724968,188662483562,3,2,0.05399106253873609,13673422133604,0.00963791665814633,8
9472,36696,576912486,2,1,0.6640533065232764,45441895429,0.1040056905034512,8
9473,2975327,4347537883466,3,3,0.1334264521095907,20596244169081,0.02068649245821497,11
9474,60820,45994951,0,1,0.4490480992039243,1990009651,0.05852504006928289,13
9475,2994406,1553775624387,0,3,0.6698447736442245,127136856574326,0.12743553310568362,7
9476,5550674,1944046027629,0,3,0.5356697459303703,90118336489817,0.08028499660377762,8
9477,5575338,10202962457314,1,3,0.39777841410446635,746776196433460,0.05289831567193595,7
9478,1758,1049893,2,0,0.3361015655796489,48882590,0.05674455326070257,1
9479,86934,482521110,3,1,0.19627760598187405,14791736760,0.024644989078366878,1
9480,2056301,1047759637708,0,2,0.38798990918763665,10273041550686,0.04853887871839816,2
9481,2419714,80558451573,0,2,0.496250866195748,4418238595050,0.06933474122342931,19
9482,45103,196830515,0,1,0.5049194030390872,15661520693,0.08826760887513352,7
9483,1953,1422270,2,0,0.9410170504493272,39219106,0.12110092800233917,16
9484,38593,280693142,3,1,0.1529091913288575,14206740076,0.026345069885876097,1
9485,1879021,544870323935,0,2,0.6732110355798275,53733915322754,0.08729505342542283,2
9486,4054909,1325821437616,0,3,0.05129262024557946,106755177950957,0.00789431476229308,3
9487,76943,1949591234,3,1,0.8765373848051475,84151056095,0.1569419935610056,1
9488,68473,1106094428,2,1,0.9516825264000521,79664783019,0.1648506042366951,16
9489,8830882,27536107776710,3,3,0.23421101459397076,2609960904106849,0.031425619808955724,1
9490,14870,41306326,0,1,0.4150822645522504,4014721065,0.055113524798504517,15
9491,27,271,1,0,0.6348878889876063,2406,0.10775402095451785,4
9492,19641,50076373,2,1,0.46967876266191144,3208629053,0.06085855117331333,13
9493,2943,598426,3,0,0.24696258369119006,39793714,0.042601986870522884,12
9494,2413,2231484,3,0,0.0608230542707191,11263920,0.008457115782550772,18
9495,60784,1441682712,1,1,0.38443102938282636,23168836888,0.05639645360980264,17
9496,6443511,11016067231183,0,3,0.004420265473374818,205795821400091,0.0006493060323959326,2
9497,78141,758172231,1,1,0.7372838280120043,22298398527,0.14210081529057111,7
9498,1957166,1831948276852,3,2,0.7271433519155902,143942236246209,0.12286326846860367,10
9499,5300123,5323372042181,3,3,0.26529903886323725,531781662340064,0.03703288634324423,17
9500,9292896,35494254345854,1,3,0.946979691291579,402280872968490,0.13131793897456898,8
9501,1631997,448338256247,2,2,0.5971347186110257,12185996361903,0.10952024166764357,8
9502,3053,3290918,1,0,0.49469722058576804,248618389,0.08920740364837085,18
9503,6520895,963041283237,3,3,0.880702178773454,83722178878264,0.13543084118724952,14
9504,1209,45375,3,0,0.25428146554407827,2587941,0.035662362494993584,16
9505,5306861,5570714152232,2,3,0.45941949351776123,496838803674082,0.06154253669528349,20
9506,4685783,9209290664250,1,3,0.23553797199469206,57062310417074,0.035412135744466236,10
9507,64171,1540388623,2,1,0.6181848852978264,84886174389,0.09566064338367801,3
9508,7446971,17433674680583,3,3,0.5143661923372891,1580762657908018,0.07278867846359204,16
9509,4169,1325401,2,0,0.2432835157050297,81402462,0.039594366711469826,13
9510,311,36625,0,0,0.63251101491866,708482,0.09151747396640256,1
9511,2864,784702,1,0,0.8636659912198839,61573181,0.13568170107880045,14
9512,1308753,771648187041,1,2,0.26539169433747356,57620131895072,0.04160662851753161,14
9513,66206,1319474472,0,1,0.04917538110687869,45046901543,0.007165805960648092,16
9514,22434,247186291,0,1,0.04368944974386879,11592317736,0.0055889652756317245,5
9515,4648,8264161,0,0,0.635160441656892,759473392,0.11727955214814939,3
9516,1812364,1554698333128,1,2,0.5012364991246872,52907418978172,0.0821422419145685,2
9517,6415244,8097255956877,1,3,0.6809287330472548,236104339682977,0.09801509375049418,3
9518,3165,772808,2,0,0.26422744999013414,49029248,0.03703757300931112,17
9519,2618718,1059682131774,2,3,0.4330810560805005,58217644276391,0.06311730183458672,18
9520,9141651,5017288129588,1,3,0.7705395217918324,178957585410715,0.10150669907939401,16
9521,14956,94235378,3,1,0.06011342589113511,6366577654,0.008465507364078504,10
9522,333983,29584730301,0,2,0.2833803239856231,2085609788471,0.038217537707078336,10
9523,357,26901,1,0,0.10478994829801436,1806847,0.014058342237973368,10
9524,50287,945155250,0,1,0.19901305714007944,60221121625,0.032883641637013974,19
9525,5545,13833912,2,1,0.8473221561625488,761839626,0.10958645749489605,14
9526,2791,3583579,1,0,0.5715828854145026,70162868,0.11393352669646511,16
9527,4660,10618940,1,0,0.8833026098984634,479042435,0.12380356496732253,2
9528,1903,715536,0,0,0.5414370406166239,44951308,0.10688112172279368,8
9529,67079,936182357,0,1,0.1185955071087148,69162020250,0.023014988871823478,6
9530,4054,4146640,0,0,0.7327375809100302,271814386,0.1362007987546841,6
9531,8005610,21518904089447,1,3,0.4440624692099906,263359108454057,0.0612592821277145,5
9532,63380,1807181277,3,1,0.8375557885052518,98774366568,0.12155230313935901,19
9533,7692245,25324408533925,1,3,0.4060783727393692,559765861140532,0.06549961543643609,15
9534,6413891,18990376632557,1,3,0.5537309166834763,1255682961103389,0.0957058788317439,1
9535,6836493,5695040573176,1,3,0.6026725103541671,527192931160129,0.10296351644564582,7
9536,76866,1375097383,0,1,0.9613075159580787,47749913204,0.13080866087886717,2
9537,8888734,988955133535,3,3,0.12122667303403711,23989048935658,0.015724114280548773,20
9538,1779644,277519591401,3,2,0.6350081630410017,18523959029093,0.08038463977013291,13
9539,70807,1205840376,2,1,0.7098096874251888,61159516723,0.10006731498710113,10
9540,4706,2829020,3,0,0.6529544460943011,205137302,0.11499268636640772,18
9541,9107351,1491613648790,1,3,0.5306582962864826,102786848856774,0.08339506996411801,17
9542,1111720,277329148664,3,2,0.7087552357176158,15173207860663,0.12212288229475479,15
9543,73023,2642997143,1,1,0.6892043180486559,255144124142,0.12274019922341292,4
9544,1586,996982,0,0,0.9295607987392365,64940163,0.14786443203295194,11
9545,9751182,9401908458016,0,3,0.5809210774095848,117444088844943,0.08876218015386891,18
9546,82386,2781572755,3,1,0.5749899956121034,32848281956,0.09305434538259486,2
9547,4547,7493378,1,0,0.6544660919458748,166173268,0.11849870589102328,13
9548,863880,139031405781,1,2,0.78011730268509,2762521056243,0.1329153428542724,18
9549,1607945,963445023277,2,2,0.6487229106168442,49968219088237,0.09702818386148243,14
9550,1693629,263605305915,2,2,0.3251823358220437,24683590734194,0.0562591235944565,10
9551,63622,709244403,3,1,0.9916802952083817,60740233472,0.13314783195490254,15
9552,2124604,1802900091684,1,2,0.8391942379503612,177936949271216,0.13143642634646938,14
9553,2490,1803767,2,0,0.3386548720076663,14760366,0.04577945198567807,3
9554,2456,827169,1,0,0.8258539524917141,20247871,0.10788620912430735,11
9555,2486855,2782573942853,0,2,0.4727383318294498,37178669722451,0.08393055062154815,9
9556,2080,210534,1,0,0.7970489117177143,10032665,0.13341614197850124,14
9557,1558,872858,2,0,0.8396098153548103,81067732,0.10521275162056283,13
9558,9270186,6884871007200,1,3,0.18252765529627646,643868360090790,0.026807001065971718,18
9559,1651823,710444680270,1,2,0.13850749610035173,54967547153520,0.018620894888999633,19
9560,18913,82456411,2,1,0.015157639125668365,7477669494,0.0024448894257738402,10
9561,41222,253340489,0,1,0.10494372133037377,3014378424,0.013691913048592732,7
9562,25862,259349990,2,1,0.5156285678620117,7666592808,0.07521214044677124,16
9563,4101,6827343,3,0,0.10005767274855537,593920155,0.013292859871281362,5
9564,2117,1289653,2,0,0.25123413371055525,120081740,0.040274661173017895,7
9565,4793381,8112273971320,2,3,0.2536401464660536,532094447440658,0.04248373750217619,16
9566,61359,1300239732,3,1,0.4665990281625244,9420375431,0.06183390873128161,7
9567,4447876,9584150313236,3,3,0.8154907339944586,325118562293626,0.11907223186176223,19
9568,86345,820415043,2,1,0.6624266427775669,63897740562,0.08349172096503434,11
9569,5950024,7740163379172,1,3,0.6761376735844005,350595476570229,0.1133778853445224,9
9570,3536,4328906,1,0,0.1089501780866361,398879868,0.015426750576894447,17
9571,2098911,469139655555,3,2,0.16437609329942993,12200513343229,0.025543255953446527,7
9572,43617,930457801,2,1,0.8344721297915924,1008230579,0.16662555417242503,6
9573,8798,8215181,1,1,0.1791532764243532,810583209,0.022562503965780387,7
9574,83281,2489742017,3,1,0.49055208054462374,3340067169,0.06769597777914112,2
9575,4728502,4108978030248,3,3,0.5356422780235757,308695385639293,0.0838417257462789,11
9576,1474964,163937420904,0,2,0.28142271934273333,8431118861631,0.043369001641708926,17
9577,314359,9369829190,0,2,0.4895821472843578,205731387071,0.09662615777780632,19
9578,7413160,10580229678846,1,3,0.6135073313965285,723691668194518,0.0856102385368815,4
9579,7279,22657595,3,1,0.9670851841011631,2170821400,0.13002089362218994,15
9580,8373265,26099313927698,0,3,0.538095522320309,1876912046265623,0.08183501015003672,18
9581,53978,1114856234,0,1,0.7585242617115391,24754364337,0.12217300789247144,10
9582,518179,28462964201,0,2,0.5008007390527455,2760095588531,0.07030670538617861,1
9583,2889,1745169,3,0,0.9589746938053475,62752455,0.1475960448834673,3
9584,1430733,16714379468,2,2,0.6296940585412546,1467605682556,0.09017427066157066,17
9585,11125,56038441,2,1,0.34483470802626526,1937770971,0.06012324769084815,3
9586,53689,689032305,2,1,0.6597367220221678,29817811947,0.08748067884515966,12
9587,9312244,15309574871205,3,3,0.4278579920378466,1501121748431423,0.0735618594396843,13
9588,3372783,194200706643,1,3,0.8711876049138185,3769273425434,0.11268440246859905,6
9589,6883380,18263735768007,0,3,0.6210034895760644,1130195819233700,0.09282764276884303,15
9590,95053,468067617,0,1,0.03852195494988098,6663097051,0.005542894921965321,1
9591,5749829,16090497474718,1,3,0.5793702068869443,874599691520196,0.07359975897458391,4
9592,3644477,6605178329630,3,3,0.034993428982634356,261426961823980,0.005138303268084194,2
9593,74931,1114381286,2,1,0.20183730137615885,108616674629,0.026834271258107317,8
9594,3655,2870408,0,0,0.7722654117050151,61969877,0.14815436117037273,19
9595,2646,1217004,3,0,0.6315445046045037,121160196,0.07963112493230583,12
9596,6321590,5761095507256,1,3,0.19749454896596275,122508578397551,0.025972844927189532,9
9597,87436,1366355094,3,1,0.5608444333098698,88400204548,0.08996103034364113,18
9598,8896502,30423220638470,0,3,0.10672583403066738,1430837356835950,0.018003154788439973,14
9599,2589,1516688,0,0,0.7533752784458091,31845087,0.14588376265540928,14
9600,2334239,1484496582040,0,2,0.4787975310022282,93067727078114,0.08814538624489322,2
9601,434064,42171860897,2,2,0.018598193502401217,939173840161,0.0028651545823302586,3
9602,31467,165782783,0,1,0.8211393646287225,14380788467,0.124648025931016,4
9603,8163639,30645291666287,2,3,0.32396873114377256,289720145938600,0.050145585255088436,10
9604,1008852,165658924308,0,2,0.5524406876057627,9567868035837,0.07531397302882455,3
9605,4921932,4124681513914,1,3,0.26427622516916915,376956045496791,0.03871105761978194,16
9606,5811,11159196,0,1,0.4421114922132412,1042193159,0.08335850586075233,8
9607,29115,328380179,3,1,0.9615956708407107,15988967504,0.13817984497035224,5
9608,3767018,3293231024809,0,3,0.5959394371549007,291123507922091,0.08083775754184085,11
9609,615126,21808561347,0,2,0.3222382788721416,815747798111,0.046766109648039005,12
9610,2242084,1882380077239,2,2,0.5071249691642552,159729366521080,0.0808463419876381,7
9611,2326580,1456460253922,2,2,0.1992334291836395,80301138179543,0.03058887155095775,7
9612,7897602,13220653889174,1,3,0.6021118977372142,304810851037710,0.08694441175990185,18
9613,2934,3803617,3,0,0.6333618328018517,9990058,0.11577116761334245,20
9614,2389880,2472117403445,3,2,0.7197433852751193,29261890485259,0.14373343456452112,15
9615,5121854,10804709889769,3,3,0.7196003642553214,224250349614055,0.12948827882546304,7
9616,9837919,37646806610168,1,3,0.4271995752240255,698467212492154,0.06666619892429257,16
9617,83172,948441010,1,1,0.20011728492196101,78275941819,0.02686300842246941,14
9618,88285,2971030352,3,1,0.801753998733693,101021457719,0.10689375356932705,6
9619,700975,169950351814,2,2,0.6796190347868724,1598270362083,0.10066145144198035,15
9620,9865198,3397666325201,3,3,0.14928633105856703,38140640337809,0.026440156993948645,6
9621,4434,3024939,2,0,0.8295413564811489,167077071,0.11366537665409472,20
9622,9553226,33696197908807,1,3,0.2808907055763702,421845887286366,0.04858825646269671,10
9623,36069,263798096,3,1,0.3089936545076464,24488312917,0.04443825231625649,1
